,Year,Film,Song,Nominees,FilmLink,Won
367,1989 (62nd) [74],Parenthood,"""I Love to See You Smile""",Randy Newman (music & lyrics),/wiki/Parenthood_(film),False
368,1989 (62nd) [74],Shirley Valentine,"""The Girl Who Used to Be Me""",Marvin Hamlisch (music); Alan Bergman & Marilyn Bergman (lyrics),/wiki/Shirley_Valentine_(film),False
369,1990 (63rd) [75],,,,,False
370,1990 (63rd) [75],Dick Tracy,"""Sooner or Later""",Stephen Sondheim (music & lyrics),/wiki/Dick_Tracy_(1990_film),True
371,1990 (63rd) [75],The Godfather Part III,"""Promise Me You'll Remember""",Carmine Coppola (music); John Bettis (lyrics),/wiki/The_Godfather_Part_III,False
372,1990 (63rd) [75],Home Alone,"""Somewhere in My Memory""",John Williams (music); Leslie Bricusse (lyrics),/wiki/Home_Alone,False
373,1990 (63rd) [75],Postcards from the Edge,"""I'm Checkin' Out""",Shel Silverstein (music & lyrics),/wiki/Postcards_from_the_Edge_(film),False
374,1990 (63rd) [75],Young Guns II,"""Blaze of Glory""",Jon Bon Jovi (music & lyrics),/wiki/Young_Guns_II,False
375,1991 (64th) [76],,,,,False
376,1991 (64th) [76],Beauty and the Beast,"""Beauty and the Beast""",Alan Menken (music); Howard Ashman (p.r.) (lyrics),/wiki/Beauty_and_the_Beast_(1991_film),True
377,1991 (64th) [76],Beauty and the Beast,"""Be Our Guest""",Menken (music); Ashman (p.n.) (lyrics),/wiki/Beauty_and_the_Beast_(1991_film),True
378,1991 (64th) [76],Beauty and the Beast,"""Belle""",Menken (music); Ashman (p.n.) (lyrics),/wiki/Beauty_and_the_Beast_(1991_film),True
379,1991 (64th) [76],Hook,"""When You're Alone""",John Williams (music); Leslie Bricusse (lyrics),/wiki/Hook_(film),False
380,1991 (64th) [76],Robin Hood: Prince of Thieves,"""(Everything I Do) I Do It for You""",Michael Kamen (music); Bryan Adams & Mutt Lange (lyrics),/wiki/Robin_Hood:_Prince_of_Thieves,False
381,1992 (65th) [77],,,,,False
382,1992 (65th) [77],Aladdin,"""A Whole New World""",Alan Menken (music); Tim Rice (lyrics),/wiki/Aladdin_(1992_Disney_film),True
383,1992 (65th) [77],Aladdin,"""Friend Like Me""",Menken (music); Howard Ashman (p.n.) (lyrics),/wiki/Aladdin_(1992_Disney_film),True
384,1992 (65th) [77],The Bodyguard,"""I Have Nothing""",David Foster (music); Linda Thompson (lyrics),/wiki/The_Bodyguard_(1992_film),False
385,1992 (65th) [77],The Bodyguard,"""Run to You""",Jud J. Friedman (music); Allan Dennis Rich (lyrics),/wiki/The_Bodyguard_(1992_film),False
386,1992 (65th) [77],The Mambo Kings,"""Beautiful Maria of My Soul""",Robert Kraft (music); Arne Glimcher (lyrics),/wiki/The_Mambo_Kings,False
387,1993 (66th) [78],,,,,False
388,1993 (66th) [78],Philadelphia,"""Streets of Philadelphia""",Bruce Springsteen (music & lyrics),/wiki/Philadelphia_(film),True
389,1993 (66th) [78],Beethoven's 2nd,"""The Day I Fall in Love""","James Ingram, Clif Magness & Carole Bayer Sager (music & lyrics)",/wiki/Beethoven%27s_2nd_(film),False
390,1993 (66th) [78],Philadelphia,"""Philadelphia""",Neil Young (music & lyrics),/wiki/Philadelphia_(film),True
391,1993 (66th) [78],Poetic Justice,"""Again""","Janet Jackson, Jimmy Jam & Terry Lewis (music & lyrics)",/wiki/Poetic_Justice_(film),False
392,1993 (66th) [78],Sleepless in Seattle,"""A Wink and a Smile""",Marc Shaiman (music); Ramsey McLean (lyrics),/wiki/Sleepless_in_Seattle,False
393,1994 (67th) [79],,,,,False
394,1994 (67th) [79],The Lion King,"""Can You Feel the Love Tonight""",Elton John (music); Tim Rice (lyrics),/wiki/The_Lion_King,True
395,1994 (67th) [79],Junior,"""Look What Love Has Done""","James Newton Howard, James Ingram, Carole Bayer Sager & Patty Smyth (music & lyrics)",/wiki/Junior_(1994_film),False
396,1994 (67th) [79],The Lion King,"""Circle of Life""",Elton John (music); Tim Rice (lyrics),/wiki/The_Lion_King,True
397,1994 (67th) [79],The Lion King,"""Hakuna Matata""",Elton John (music); Tim Rice (lyrics),/wiki/The_Lion_King,True
398,1994 (67th) [79],The Paper,"""Make Up Your Mind""",Randy Newman (music & lyrics),/wiki/The_Paper_(film),False
399,1995 (68th) [80],,,,,False
400,1995 (68th) [80],Pocahontas,"""Colors of the Wind""",Alan Menken (music); Stephen Schwartz (lyrics),/wiki/Pocahontas_(1995_film),True
401,1995 (68th) [80],Dead Man Walking,"""Dead Man Walkin'""",Bruce Springsteen (music & lyrics),/wiki/Dead_Man_Walking_(film),False
402,1995 (68th) [80],Don Juan DeMarco,"""Have You Ever Really Loved a Woman?""","Bryan Adams, Michael Kamen & Mutt Lange (music & lyrics)",/wiki/Don_Juan_DeMarco,False
403,1995 (68th) [80],Sabrina,"""Moonlight""",John Williams (music); Alan & Marilyn Bergman (lyrics),/wiki/Sabrina_(1995_film),False
404,1995 (68th) [80],Toy Story,"""You've Got a Friend in Me""",Randy Newman (music & lyrics),/wiki/Toy_Story,False
405,1996 (69th) [81],,,,,False
406,1996 (69th) [81],Evita,"""You Must Love Me""",Andrew Lloyd Webber (music); Tim Rice (lyrics),/wiki/Evita_(1996_film),True
407,1996 (69th) [81],The Mirror Has Two Faces,"""I Finally Found Someone""","Bryan Adams, Marvin Hamlisch, Mutt Lange & Barbra Streisand (music & lyrics)",/wiki/The_Mirror_Has_Two_Faces,False
408,1996 (69th) [81],One Fine Day,"""For the First Time""","Jud J. Friedman, James Newton Howard & Allan Dennis Rich (music & lyrics)",/wiki/One_Fine_Day_(1996_film),False
409,1996 (69th) [81],That Thing You Do!,"""That Thing You Do!""",Adam Schlesinger (music & lyrics),/wiki/That_Thing_You_Do!,False
410,1996 (69th) [81],Up Close and Personal,"""Because You Loved Me""",Diane Warren (music & lyrics),/wiki/Up_Close_and_Personal_(film),False
411,1997 (70th) [82],,,,,False
412,1997 (70th) [82],Titanic,"""My Heart Will Go On""",James Horner (music); Will Jennings (lyrics),/wiki/Titanic_(1997_film),True
413,1997 (70th) [82],Anastasia,"""Journey to the Past""",Stephen Flaherty (music); Lynn Ahrens (lyrics),/wiki/Anastasia_(1997_film),False
414,1997 (70th) [82],Con Air,"""How Do I Live""",Diane Warren (music and lyrics),/wiki/Con_Air,False
415,1997 (70th) [82],Good Will Hunting,"""Miss Misery""",Elliott Smith (music & lyrics),/wiki/Good_Will_Hunting,False
416,1997 (70th) [82],Hercules,"""Go the Distance""",Alan Menken (music); David Zippel (lyrics),/wiki/Hercules_(1997_film),False
417,1998 (71st) [83],,,,,False
418,1998 (71st) [83],The Prince of Egypt,"""When You Believe""",Stephen Schwartz (music & lyrics),/wiki/The_Prince_of_Egypt,True
419,1998 (71st) [83],Armageddon,"""I Don't Want to Miss a Thing""",Diane Warren (music & lyrics),/wiki/Armageddon_(1998_film),False
420,1998 (71st) [83],Babe: Pig in the City,"""That'll Do""",Randy Newman (music & lyrics),/wiki/Babe:_Pig_in_the_City,False
421,1998 (71st) [83],The Horse Whisperer,"""A Soft Place to Fall""",Allison Moorer & Gwil Owen (music & lyrics),/wiki/The_Horse_Whisperer_(film),False
422,1998 (71st) [83],Quest for Camelot,"""The Prayer""","David Foster & Carole Bayer Sager (music); Foster, Tony Renis, Sager & Alberto Testa (lyrics)",/wiki/Quest_for_Camelot,False
423,1999 (72nd) [84],,,,,False
424,1999 (72nd) [84],Tarzan,"""You'll Be in My Heart""",Phil Collins (music & lyrics),/wiki/Tarzan_(1999_film),True
425,1999 (72nd) [84],Magnolia,"""Save Me""",Aimee Mann (music & lyrics),/wiki/Magnolia_(film),False
426,1999 (72nd) [84],Music of the Heart,"""Music of My Heart""",Diane Warren (music & lyrics),/wiki/Music_of_the_Heart,False
427,1999 (72nd) [84],"South Park: Bigger, Longer & Uncut","""Blame Canada""",Trey Parker & Marc Shaiman (music & lyrics),"/wiki/South_Park:_Bigger,_Longer_%26_Uncut",False
428,1999 (72nd) [84],Toy Story 2,"""When She Loved Me""",Randy Newman (music & lyrics),/wiki/Toy_Story_2,False
429,2000 (73rd) [85],,,,,False
430,2000 (73rd) [85],Wonder Boys,"""Things Have Changed""",Bob Dylan (music and lyrics),/wiki/Wonder_Boys_(film),True
431,2000 (73rd) [85],"Crouching Tiger, Hidden Dragon","""A Love Before Time""",Jorge Calandrelli & Tan Dun (music); James Schamus (lyrics),"/wiki/Crouching_Tiger,_Hidden_Dragon",False
432,2000 (73rd) [85],Dancer in the Dark,"""I've Seen It All""",Björk (music); Sjón & Lars von Trier (lyrics),/wiki/Dancer_in_the_Dark,False
433,2000 (73rd) [85],The Emperor's New Groove,"""My Funny Friend and Me""",David Hartley & Sting (music); Sting (lyrics),/wiki/The_Emperor%27s_New_Groove,False
434,2000 (73rd) [85],Meet the Parents,"""A Fool in Love""",Randy Newman (music & lyrics),/wiki/Meet_the_Parents,False
435,2001 (74th) [86],,,,,False
436,2001 (74th) [86],"Monsters, Inc.","""If I Didn't Have You""",Randy Newman (music & lyrics),"/wiki/Monsters,_Inc.",True
437,2001 (74th) [86],Kate & Leopold,"""Until...""",Sting (music & lyrics),/wiki/Kate_%26_Leopold,False
438,2001 (74th) [86],The Lord of the Rings: The Fellowship of the Ring,"""May It Be""","Enya, Nicky & Roma Ryan (music and lyrics)",/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False
439,2001 (74th) [86],Pearl Harbor,"""There You'll Be""",Diane Warren (music & lyrics),/wiki/Pearl_Harbor_(film),False
440,2001 (74th) [86],Vanilla Sky,"""Vanilla Sky""",Paul McCartney (music & lyrics),/wiki/Vanilla_Sky,False
441,2002 (75th) [87],,,,,False
442,2002 (75th) [87],8 Mile,"""Lose Yourself""","Jeff Bass, Eminem & Luis Resto (music); Eminem (lyrics)",/wiki/8_Mile_(film),True
443,2002 (75th) [87],Chicago,"""I Move On""",John Kander (music); Fred Ebb (lyrics),/wiki/Chicago_(2002_film),False
444,2002 (75th) [87],Frida,"""Burn It Blue""",Elliot Goldenthal (music); Julie Taymor (lyrics),/wiki/Frida_(2002_film),False
445,2002 (75th) [87],Gangs of New York,"""The Hands That Built America""",U2 (music & lyrics),/wiki/Gangs_of_New_York,False
446,2002 (75th) [87],The Wild Thornberrys Movie,"""Father and Daughter""",Paul Simon (music & lyrics),/wiki/The_Wild_Thornberrys_Movie,False
447,2003 (76th) [88],,,,,False
448,2003 (76th) [88],The Lord of the Rings: The Return of the King,"""Into the West""","Annie Lennox, Howard Shore & Fran Walsh (music & lyrics)",/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True
449,2003 (76th) [88],Cold Mountain,"""Scarlet Tide""",T Bone Burnett & Elvis Costello (music & lyrics),/wiki/Cold_Mountain_(film),False
450,2003 (76th) [88],Cold Mountain,"""You Will Be My Ain True Love""",Sting (music & lyrics),/wiki/Cold_Mountain_(film),False
451,2003 (76th) [88],A Mighty Wind,"""A Kiss at the End of the Rainbow""",Michael McKean & Annette O'Toole (music & lyrics),/wiki/A_Mighty_Wind,False
452,2003 (76th) [88],The Triplets of Belleville,"""Belleville Rendez-vous""",Benoît Charest (music); Sylvain Chomet (lyrics),/wiki/The_Triplets_of_Belleville,False
453,2004 (77th) [89],,,,,False
454,2004 (77th) [89],The Motorcycle Diaries,"""Al otro lado del río""",Jorge Drexler (music & lyrics),/wiki/The_Motorcycle_Diaries_(film),True
455,2004 (77th) [89],The Chorus,"""Look to Your Path""",Bruno Coulais (music); Christophe Barratier (lyrics),/wiki/The_Chorus_(2004_film),False
456,2004 (77th) [89],The Phantom of the Opera,"""Learn to Be Lonely""",Andrew Lloyd Webber (music); Charles Hart (lyrics),/wiki/The_Phantom_of_the_Opera_(2004_film),False
457,2004 (77th) [89],The Polar Express,"""Believe""",Glen Ballard & Alan Silvestri (music & lyrics),/wiki/The_Polar_Express_(film),False
458,2004 (77th) [89],Shrek 2,"""Accidentally in Love""",Counting Crows (music); Adam Duritz & Dan Vickrey (lyrics),/wiki/Shrek_2,False
459,2005 (78th) [90],,,,,False
460,2005 (78th) [90],Hustle & Flow,"""It's Hard out Here for a Pimp""","Frayser Boy, Juicy J & DJ Paul (music & lyrics)",/wiki/Hustle_%26_Flow,True
461,2005 (78th) [90],Crash,"""In the Deep""",Michael Becker & Bird York (music); York (lyrics),/wiki/Crash_(2004_film),False
462,2005 (78th) [90],Transamerica,"""Travelin' Thru""",Dolly Parton (music & lyrics),/wiki/Transamerica_(film),False
463,2006 (79th) [91],,,,,False
464,2006 (79th) [91],An Inconvenient Truth,"""I Need to Wake Up""",Melissa Etheridge (music & lyrics),/wiki/An_Inconvenient_Truth,True
465,2006 (79th) [91],Cars,"""Our Town""",Randy Newman (music & lyrics),/wiki/Cars_(film),False
466,2006 (79th) [91],Dreamgirls,"""Listen""",Scott Cutler & Henry Krieger (music); Anne Preven (lyrics),/wiki/Dreamgirls_(film),False
467,2006 (79th) [91],Dreamgirls,"""Love You I Do""",Henry Krieger (music); Siedah Garrett (lyrics),/wiki/Dreamgirls_(film),False
468,2006 (79th) [91],Dreamgirls,"""Patience""",Henry Krieger (music); Willie Reale (lyrics),/wiki/Dreamgirls_(film),False
469,2007 (80th) [92],,,,,False
470,2007 (80th) [92],Once,"""Falling Slowly""",Glen Hansard & Markéta Irglová (music & lyrics),/wiki/Once_(film),True
471,2007 (80th) [92],August Rush,"""Raise It Up""","Jamal Joseph, Charles Mack & Tevin Thomas (music & lyrics)",/wiki/August_Rush,False
472,2007 (80th) [92],Enchanted,"""Happy Working Song""",Alan Menken (music); Stephen Schwartz (lyrics),/wiki/Enchanted_(film),False
473,2007 (80th) [92],Enchanted,"""So Close""",Alan Menken (music); Stephen Schwartz (lyrics),/wiki/Enchanted_(film),False
474,2007 (80th) [92],Enchanted,"""That's How You Know""",Alan Menken (music); Stephen Schwartz (lyrics),/wiki/Enchanted_(film),False
475,2008 (81st) [93],,,,,False
476,2008 (81st) [93],Slumdog Millionaire,"""Jai Ho""",A. R. Rahman (music); Gulzar (lyrics),/wiki/Slumdog_Millionaire,True
477,2008 (81st) [93],Slumdog Millionaire,"""O... Saya""",Rahman & M.I.A. (music & lyrics),/wiki/Slumdog_Millionaire,True
478,2008 (81st) [93],WALL-E,"""Down to Earth""",Peter Gabriel & Thomas Newman (music); Gabriel (lyrics),/wiki/WALL-E,False
479,2009 (82nd) [94],,,,,False
480,2009 (82nd) [94],Crazy Heart,"""The Weary Kind""",Ryan Bingham & T Bone Burnett (music & lyrics),/wiki/Crazy_Heart,True
481,2009 (82nd) [94],Nine,"""Take It All""",Maury Yeston (music & lyrics),/wiki/Nine_(2009_live-action_film),False
482,2009 (82nd) [94],Paris 36,"""Loin de Paname""",Reinhardt Wagner (music); Frank Thomas (lyrics),/wiki/Paris_36,False
483,2009 (82nd) [94],The Princess and the Frog,"""Almost There""",Randy Newman (music & lyrics),/wiki/The_Princess_and_the_Frog,False
484,2009 (82nd) [94],The Princess and the Frog,"""Down in New Orleans""",Randy Newman (music & lyrics),/wiki/The_Princess_and_the_Frog,False
485,2010 (83rd) [95],,,,,False
486,2010 (83rd) [95],Toy Story 3,"""We Belong Together""",Randy Newman (music & lyrics),/wiki/Toy_Story_3,True
487,2010 (83rd) [95],127 Hours,"""If I Rise""",A. R. Rahman (music); Rollo Armstrong & Dido (lyrics),/wiki/127_Hours,False
488,2010 (83rd) [95],Country Strong,"""Coming Home""","Tom Douglas, Hillary Lindsey & Troy Verges (music & lyrics)",/wiki/Country_Strong,False
489,2010 (83rd) [95],Tangled,"""I See the Light""",Alan Menken (music); Glenn Slater (lyrics),/wiki/Tangled,False
490,2011 (84th),,,,,False
491,2011 (84th),The Muppets,"""Man or Muppet""",Bret McKenzie (music & lyrics),/wiki/The_Muppets_(film),True
492,2011 (84th),Rio,"""Real in Rio""",Carlinhos Brown & Sérgio Mendes (music); Siedah Garrett (lyrics),/wiki/Rio_(2011_film),False
493,2012 (85th) [96],,,,,False
494,2012 (85th) [96],Skyfall,"""Skyfall""",Adele & Paul Epworth (music & lyrics),/wiki/Skyfall,True
495,2012 (85th) [96],Chasing Ice,"""Before My Time""",J. Ralph (music & lyrics),/wiki/Chasing_Ice,False
496,2012 (85th) [96],Les Misérables,"""Suddenly""",Claude-Michel Schönberg (music); Alain Boublil & Herbert Kretzmer (lyrics),/wiki/Les_Mis%C3%A9rables_(2012_film),False
497,2012 (85th) [96],Life of Pi,"""Pi's Lullaby""",Mychael Danna (music); Bombay Jayashri (lyrics),/wiki/Life_of_Pi_(film),False
498,2012 (85th) [96],Ted,"""Everybody Needs a Best Friend""",Walter Murphy (music); Seth MacFarlane (lyrics),/wiki/Ted_(film),False
499,2013 (86th) [c][98],,,,,False
500,2013 (86th) [c][98],Frozen,"""Let It Go""",Kristen Anderson-Lopez & Robert Lopez (music & lyrics),/wiki/Frozen_(2013_film),True
501,2013 (86th) [c][98],Despicable Me 2,"""Happy""",Pharrell Williams (music & lyrics),/wiki/Despicable_Me_2,False
502,2013 (86th) [c][98],Her,"""The Moon Song""",Karen O (music); Spike Jonze & O (lyrics),/wiki/Her_(film),False
503,2013 (86th) [c][98],Mandela: Long Walk to Freedom,"""Ordinary Love""",U2 (music); Bono (lyrics),/wiki/Mandela:_Long_Walk_to_Freedom,False
504,2014 (87th),,,,,False
505,2014 (87th),Selma,"""Glory""",Common & John Legend (music & lyrics),/wiki/Selma_(film),True
506,2014 (87th),Begin Again,"""Lost Stars""",Gregg Alexander & Danielle Brisebois (music & lyrics),/wiki/Begin_Again_(film),False
507,2014 (87th),Beyond the Lights,"""Grateful""",Diane Warren (music & lyrics),/wiki/Beyond_the_Lights,False
508,2014 (87th),Glen Campbell: I'll Be Me,"""I'm Not Gonna Miss You""",Glen Campbell & Julian Raymond (music & lyrics),/wiki/Glen_Campbell:_I%27ll_Be_Me,False
509,2014 (87th),The Lego Movie,"""Everything Is Awesome""",Shawn Patterson (music & lyrics),/wiki/The_Lego_Movie,False
510,2015 (88th) [99],,,,,False
511,2015 (88th) [99],Spectre,"""Writing's on the Wall""",Jimmy Napes & Sam Smith (music & lyrics),/wiki/Spectre_(2015_film),True
512,2015 (88th) [99],Fifty Shades of Grey,"""Earned It""","Belly, DeHeala, Stephan Moccio & The Weeknd (music & lyrics)",/wiki/Fifty_Shades_of_Grey_(film),False
513,2015 (88th) [99],The Hunting Ground,"""Til It Happens to You""",Lady Gaga & Diane Warren (music & lyrics),/wiki/The_Hunting_Ground,False
514,2015 (88th) [99],Racing Extinction,"""Manta Ray""",J. Ralph (music); Anohni (lyrics),/wiki/Racing_Extinction,False
515,2015 (88th) [99],Youth,"""Simple Song #3""",David Lang (music & lyrics),/wiki/Youth_(2015_film),False
516,2016 (89th) [100],,,,,False
517,2016 (89th) [100],La La Land,"""City of Stars""",Justin Hurwitz (music); Benj Pasek & Justin Paul (lyrics),/wiki/La_La_Land,True
518,2016 (89th) [100],Jim: The James Foley Story,"""The Empty Chair""",J. Ralph & Sting (music & lyrics),/wiki/Jim:_The_James_Foley_Story,False
519,2016 (89th) [100],La La Land,"""Audition (The Fools Who Dream)""",Hurwitz (music); Pasek & Paul (lyrics),/wiki/La_La_Land,True
520,2016 (89th) [100],Moana,"""How Far I'll Go""",Lin-Manuel Miranda (music & lyrics),/wiki/Moana_(2016_film),False
521,2016 (89th) [100],Trolls,"""Can't Stop the Feeling!""","Max Martin, Shellback & Justin Timberlake (music & lyrics)",/wiki/Trolls_(film),False
522,2017 (90th) [101],,,,,False
523,2017 (90th) [101],Coco,"""Remember Me""",Kristen Anderson-Lopez & Robert Lopez (music & lyrics),/wiki/Coco_(2017_film),True
524,2017 (90th) [101],Call Me by Your Name,"""Mystery of Love""",Sufjan Stevens (music & lyrics),/wiki/Call_Me_by_Your_Name_(film),False
525,2017 (90th) [101],The Greatest Showman,"""This Is Me""",Benj Pasek & Justin Paul (music & lyrics),/wiki/The_Greatest_Showman,False
526,2017 (90th) [101],Marshall,"""Stand Up for Something""",Diane Warren (music); Common & Warren (lyrics),/wiki/Marshall_(film),False
527,2017 (90th) [101],Mudbound,"""Mighty River""","Mary J. Blige, Raphael Saadiq & Taura Stinson (music & lyrics)",/wiki/Mudbound_(film),False
528,2018 (91st) [102],,,,,False
529,2018 (91st) [102],A Star Is Born,"""Shallow""","Lady Gaga, Mark Ronson, Anthony Rossomando & Andrew Wyatt (music & lyrics)",/wiki/A_Star_Is_Born_(2018_film),True
530,2018 (91st) [102],The Ballad of Buster Scruggs,"""When a Cowboy Trades His Spurs for Wings""",David Rawlings & Gillian Welch (music & lyrics),/wiki/The_Ballad_of_Buster_Scruggs,False
531,2018 (91st) [102],Black Panther,"""All the Stars""","Kendrick Lamar, Sounwave & Anthony Tiffith (music); Lamar, SZA & Tiffith (lyrics)",/wiki/Black_Panther_(film),False
532,2018 (91st) [102],Mary Poppins Returns,"""The Place Where Lost Things Go""",Marc Shaiman (music); Shaiman & Scott Wittman (lyrics),/wiki/Mary_Poppins_Returns,False
533,2018 (91st) [102],RBG,"""I'll Fight""",Diane Warren (music & lyrics),/wiki/RBG_(film),False
534,2019 (92nd),,,,,False
535,2019 (92nd),Rocketman,"""(I'm Gonna) Love Me Again""",Elton John (music); Bernie Taupin (lyrics),/wiki/Rocketman_(film),True
536,2019 (92nd),Breakthrough,"""I'm Standing with You""",Diane Warren (music & lyrics),/wiki/Breakthrough_(2019_film),False
537,2019 (92nd),Frozen II,"""Into the Unknown""",Kristen Anderson-Lopez & Robert Lopez (music & lyrics),/wiki/Frozen_II,False
538,2019 (92nd),Harriet,"""Stand Up""",Joshuah Brian Campbell & Cynthia Erivo (music & lyrics),/wiki/Harriet_(film),False
539,2019 (92nd),Toy Story 4,"""I Can't Let You Throw Yourself Away""",Randy Newman (music & lyrics),/wiki/Toy_Story_4,False
540,2020/21 (93rd),Judas and the Black Messiah,"""Fight for You""",D'Mile & H.E.R. (music); H.E.R. & Tiara Thomas (lyrics),/wiki/Judas_and_the_Black_Messiah,True
541,2020/21 (93rd),Eurovision Song Contest: The Story of Fire Saga,"""Husavik""","Rickard Göransson, Fat Max Gsus & Savan Kotecha (music & lyrics)",/wiki/Eurovision_Song_Contest:_The_Story_of_Fire_Saga,False
542,2020/21 (93rd),The Life Ahead,"""Io sì (Seen)""",Diane Warren (music); Laura Pausini & Warren (lyrics),/wiki/The_Life_Ahead_(film),False
543,2020/21 (93rd),One Night in Miami...,"""Speak Now""",Sam Ashworth & Leslie Odom Jr. (music & lyrics),/wiki/One_Night_in_Miami...,False
544,2020/21 (93rd),The Trial of the Chicago 7,"""Hear My Voice""",Daniel Pemberton (music); Celeste & Pemberton (lyrics),/wiki/The_Trial_of_the_Chicago_7,False
545,2021 (94th),No Time to Die,"""No Time to Die""",Billie Eilish & Finneas O'Connell (music & lyrics),/wiki/No_Time_to_Die,True
546,2021 (94th),Belfast,"""Down to Joy""",Van Morrison (music & lyrics),/wiki/Belfast_(film),False
547,2021 (94th),Encanto,"""Dos Oruguitas""",Lin-Manuel Miranda (music & lyrics),/wiki/Encanto,False
548,2021 (94th),Four Good Days,"""Somehow You Do""",Diane Warren (music & lyrics),/wiki/Four_Good_Days,False
549,2021 (94th),King Richard,"""Be Alive""",Beyoncé & DIXSON (music & lyrics),/wiki/King_Richard_(film),False
550,2022 (95th),,,,,False
551,2022 (95th),RRR,"""Naatu Naatu""",M. M. Keeravani (music); Chandrabose (lyrics),/wiki/RRR,False
552,2022 (95th),Black Panther: Wakanda Forever,"""Lift Me Up""","Ryan Coogler, Ludwig Göransson, Rihanna & Tems (music); Coogler & Tems (lyrics)",/wiki/Black_Panther:_Wakanda_Forever,False
553,2022 (95th),Everything Everywhere All at Once,"""This Is a Life""","David Byrne, Ryan Lott & Mitski (music); Byrne & Lott (lyrics)",/wiki/Everything_Everywhere_All_at_Once,False
554,2022 (95th),Tell It Like a Woman,"""Applause""",Diane Warren (music & lyrics),/wiki/Tell_It_Like_a_Woman,False
555,2022 (95th),Top Gun: Maverick,"""Hold My Hand""",BloodPop & Lady Gaga (music & lyrics),/wiki/Top_Gun:_Maverick,False
556,2023 (96th),,,,,False
557,2023 (96th),American Symphony,"""It Never Went Away""",Jon Batiste & Dan Wilson (music & lyrics),/wiki/American_Symphony_(film),False
558,2023 (96th),Barbie,"""I'm Just Ken""",Mark Ronson & Andrew Wyatt (music & lyrics),/wiki/Barbie_(film),False
559,2023 (96th),Barbie,"""What Was I Made For?""",Billie Eilish & Finneas O'Connell (music & lyrics),/wiki/Barbie_(film),False
560,2023 (96th),Flamin' Hot,"""The Fire Inside""",Diane Warren (music & lyrics),/wiki/Flamin%27_Hot,False
561,2023 (96th),Killers of the Flower Moon,"""Wahzhazhe (A Song for My People)""",Scott George (music & lyrics),/wiki/Killers_of_the_Flower_Moon_(film),False
